Status Code,Request URL,# Redirects,Status Code,URL
200,http://www.johnmurch.com/,1,301,http://johnmurch.com/
200,https://www.seamless.com/,1,301,http://www.seamless.com/
200,https://www.google.com/?gws_rd=ssl,2,301,http://google.com/
,,,302,http://www.google.com/
