Status Code,URL,Backlink,Anchor,Rel,Exists
200,https://moz.com/blog/using-social-media-to-get-ahead-of-search-demand,http://www.johnmurch.com/,John Murch,,true
200,https://tim.blog/2009/01/27/office-chair-aeron-vs-mirra-vs-liberty/comment-page-2/,http://www.johnmurch.com/,John Murch,external nofollow ugc,true
